study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_md5	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB3366	SAMEA1573138	ERS185144	ERX162843	ERR188114	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	471559c3f5846d4bf5992c6e616a5751;5725210e538d006a69cf3ca50f2c0a08	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188114/ERR188114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188114/ERR188114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188114/ERR188114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188114/ERR188114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20534.2.M_111215_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20534.2.M_111215_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20534.2.M_111215_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20534.2.M_111215_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188114	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188114		
PRJEB3366	SAMEA1573259	ERS185056	ERX163160	ERR188115	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	e3068552c31a1d9fe2653ce51b20199c;6b73d3882ba0eef31f124f225ff67145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188115/ERR188115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188115/ERR188115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188115/ERR188115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188115/ERR188115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00382.4.M_120208_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00382.4.M_120208_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00382.4.M_120208_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00382.4.M_120208_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188115	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188115		
PRJEB3366	SAMEA1573104	ERS185251	ERX162774	ERR188116	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	b236e3c76d0b8aaca13030aac10b53d0;17a85aedf44f15b094b5741e6e7623b0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188116/ERR188116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188116/ERR188116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188116/ERR188116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188116/ERR188116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00151.3.M_120202_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00151.3.M_120202_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00151.3.M_120202_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00151.3.M_120202_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188116	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188116		
PRJEB3366	SAMEA1573530	ERS185078	ERX162784	ERR188117	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	d69a36e6546889fffb700a487a891d5d;20524c0b91ee8755fa9a03df6b2a0724	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188117/ERR188117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188117/ERR188117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188117/ERR188117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188117/ERR188117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00268.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00268.5.M_120131_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00268.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00268.5.M_120131_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188117	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188117		
PRJEB3366	SAMEA1573147	ERS185173	ERX162781	ERR188118	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	9e5d7d50aa45d85fdfdb96f2f5e27cbb;5601d44aafcb1af0c2788e64f90a37d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188118/ERR188118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188118/ERR188118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188118/ERR188118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188118/ERR188118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00181.4.M_120208_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00181.4.M_120208_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00181.4.M_120208_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00181.4.M_120208_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188118	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188118		
PRJEB3366	SAMEA1573391	ERS185402	ERX162825	ERR188119	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	11cdd48d79a4e46edf30d3321ef53a8c;a398dc3951d9e8178e41b990de777d70	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188119/ERR188119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188119/ERR188119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188119/ERR188119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188119/ERR188119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00119.2.M_111216_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00119.2.M_111216_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00119.2.M_111216_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00119.2.M_111216_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188119	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188119		
PRJEB3366	SAMEA1573191	ERS185253	ERX162922	ERR188120	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	61890a68bdaaec99c3f864c12b839407;c0c20472da737e9fa94df7de4de2380c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188120/ERR188120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188120/ERR188120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188120/ERR188120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188120/ERR188120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19256.6.M_120119_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19256.6.M_120119_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19256.6.M_120119_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19256.6.M_120119_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188120	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188120		
PRJEB3366	SAMEA1573336	ERS185440	ERX163092	ERR188121	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	d69ae3f73cba95a09b325ebe196bf20a;39c126eb8358d394a8d5c992ead021cd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188121/ERR188121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188121/ERR188121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188121/ERR188121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188121/ERR188121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00311.4.M_120208_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00311.4.M_120208_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00311.4.M_120208_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00311.4.M_120208_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188121	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188121		
PRJEB3366	SAMEA1573320	ERS185454	ERX162737	ERR188122	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	0913c98b1ba28c3b7bbd091677809424;7f259c5f2ba8d12072cfa191411117b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188122/ERR188122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188122/ERR188122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188122/ERR188122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188122/ERR188122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11894.2.M_111215_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11894.2.M_111215_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11894.2.M_111215_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA11894.2.M_111215_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188122	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188122		
PRJEB3366	SAMEA1573304	ERS185213	ERX162993	ERR188123	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ba57fe34304c6b74276c7b1df55fe053;13213cccad28f4d49eed7c6f6349716a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188123/ERR188123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188123/ERR188123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188123/ERR188123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188123/ERR188123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00313.2.M_111216_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00313.2.M_111216_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00313.2.M_111216_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00313.2.M_111216_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188123	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188123		
PRJEB3366	SAMEA1573139	ERS185172	ERX162962	ERR188124	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	5ccf2533907bcb21bcfb923a2da02466;f7d5ece703ea1251192c6c9a4fc67894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188124/ERR188124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188124/ERR188124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188124/ERR188124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188124/ERR188124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00351.6.M_120119_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00351.6.M_120119_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00351.6.M_120119_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00351.6.M_120119_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188124	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188124		
PRJEB3366	SAMEA1573230	ERS185259	ERX162857	ERR188125	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	0e7ba999a86437c21a9241940f69717e;68c9f2bf6be8578aaa2cd8ba06bd33e5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188125/ERR188125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188125/ERR188125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188125/ERR188125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188125/ERR188125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20826.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20826.1.M_111124_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20826.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20826.1.M_111124_1_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188125	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188125		
PRJEB3366	SAMEA1573210	ERS185120	ERX162911	ERR188126	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	f69dc0c558436a06811f224f8c5606a4;9f0561e98fb54d6bdc809a8c014ec6de	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188126/ERR188126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188126/ERR188126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188126/ERR188126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188126/ERR188126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20766.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20766.1.M_111124_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20766.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20766.1.M_111124_4_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188126	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188126		
PRJEB3366	SAMEA1573168	ERS185189	ERX163096	ERR188127	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	e1b15c846255c7f5d50612689af7e912;6ddc595f68b508106d6a4af381fa3d3a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188127/ERR188127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188127/ERR188127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188127/ERR188127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188127/ERR188127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00334.2.M_111216_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00334.2.M_111216_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00334.2.M_111216_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00334.2.M_111216_5_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188127	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188127		
PRJEB3366	SAMEA1573494	ERS185221	ERX162956	ERR188128	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	0b7bcf16ea6d2d00c79ed13dc921401f;d7541e5da86e45800221323c33c2b43a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188128/ERR188128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188128/ERR188128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188128/ERR188128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188128/ERR188128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19092.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19092.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19092.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19092.1.M_111124_3_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188128	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188128		
PRJEB3366	SAMEA1573367	ERS185054	ERX163089	ERR188129	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	b0cd625f181d0e4dd247f86f02a204a1;abaea01183977da62682cb38d26509a5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188129/ERR188129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188129/ERR188129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188129/ERR188129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188129/ERR188129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19197.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19197.3.M_120202_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19197.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19197.3.M_120202_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188129	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188129		
PRJEB3366	SAMEA1573260	ERS185182	ERX163007	ERR188130	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	116897f5c144d386d272fbff1a98b82b;ac50abeb6787ce8832b84d1a59a7e40b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188130/ERR188130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188130/ERR188130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188130/ERR188130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188130/ERR188130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00261.6.M_120119_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00261.6.M_120119_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00261.6.M_120119_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00261.6.M_120119_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188130	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188130		
PRJEB3366	SAMEA1573344	ERS185371	ERX163166	ERR188131	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	0526810222606f1326531fc25782d3db;5d5733f1cb2d977bc673a6ef418a65f8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188131/ERR188131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188131/ERR188131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188131/ERR188131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188131/ERR188131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19213.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19213.2.M_111215_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19213.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA19213.2.M_111215_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188131	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188131		
PRJEB3366	SAMEA1573483	ERS185263	ERX162729	ERR188132	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	aaa26471bef72fd6f9a1a824c00607d2;051a8f06a2c5c3a709d76d6c6f4f202c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188132/ERR188132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188132/ERR188132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188132/ERR188132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188132/ERR188132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20797.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20797.2.M_111215_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20797.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA20797.2.M_111215_6_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188132	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188132		
PRJEB3366	SAMEA1573493	ERS185033	ERX163088	ERR188133	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	b1c655ca78dbcae57c17976ac9d1d29f;99ab0adcb5587732466d4c221a746b5e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188133/ERR188133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188133/ERR188133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188133/ERR188133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188133/ERR188133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00135.3.M_120202_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00135.3.M_120202_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00135.3.M_120202_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/HG00135.3.M_120202_8_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188133	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188133		
PRJEB3366	SAMEA1573400	ERS185298	ERX163098	ERR188134	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	60790937bd703be43c2451297a39ec92;240662ddebfeb49fe012951a7353c097	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188134/ERR188134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188134/ERR188134_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188134/ERR188134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188134/ERR188134_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12827.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12827.3.M_120202_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12827.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA12827.3.M_120202_2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188134	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188134		
PRJEB3366	SAMEA1573131	ERS185346	ERX163054	ERR188135	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	84d773729eb354be947b9d29477e0263;7324ec6d2781ec9adf28284083110152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188135/ERR188135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188135/ERR188135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188135/ERR188135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188135/ERR188135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA07346.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA07346.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA07346.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169774/fastq/NA07346.2.M_111215_7_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188135	ftp.sra.ebi.ac.uk/vol1/err/ERR188/ERR188135		
